Brand,Type,Year,Fuel,Displacement,Turbo,OilChangeCost,FuelEconomy,TankCapacity,Category,MarketPrice
1,15,2010,1,1500,0,500000,8.9,50,1,135000000
1,15,2011,1,1500,0,500000,8.9,50,1,140000000
1,15,2012,1,1500,0,500000,8.9,50,1,145000000
1,15,2013,1,1500,0,500000,8.9,50,1,150000000
1,15,2014,1,1500,0,500000,8.9,50,1,155000000
1,15,2015,1,1500,0,500000,8.9,50,1,160000000
1,15,2016,1,1500,0,500000,8.9,50,1,165000000
1,15,2017,1,1500,0,700000,8.9,50,3,175000000
1,15,2018,1,1500,0,700000,8.9,50,3,180000000
1,15,2019,1,1500,0,700000,8.9,50,3,185000000
2,21,2003,1,2500,0,600000,6.8,60,3,65000000
2,21,2004,1,2500,0,600000,6.8,60,3,70000000
2,21,2005,1,2500,0,600000,6.8,60,3,75000000
2,21,2006,1,2500,0,600000,6.8,60,3,80000000
2,21,2007,1,2500,0,600000,6.8,60,3,85000000
2,21,2008,1,2500,0,700000,6.8,60,3,125000000
2,21,2009,1,2500,0,700000,6.8,60,3,130000000
2,21,2010,1,2500,0,700000,6.8,60,3,135000000
2,21,2011,1,2500,0,700000,6.8,60,3,140000000
2,21,2012,1,2500,0,700000,6.8,60,3,145000000
2,21,2013,1,2500,0,700000,6.8,60,3,150000000
2,21,2008,1,2000,0,600000,6.9,60,3,115000000
2,21,2009,1,2000,0,600000,6.9,60,3,120000000
2,21,2010,1,2000,0,600000,6.9,60,3,125000000
2,21,2011,1,2000,0,600000,6.9,60,3,130000000
2,21,2012,1,2000,0,600000,6.9,60,3,135000000
2,21,2013,1,2000,0,600000,6.9,60,3,140000000
2,22,2007,1,1800,0,500000,8.0,52,1,75000000
2,22,2008,1,1800,0,500000,8.0,52,1,80000000
2,22,2009,1,1800,0,500000,8.0,52,1,85000000
2,22,2010,1,1800,0,500000,8.0,52,1,90000000
2,22,2011,1,1800,0,500000,8.0,52,1,95000000
2,22,2012,1,1800,0,500000,8.0,52,1,100000000
2,22,2013,1,1800,0,500000,8.0,52,1,105000000
2,22,2014,1,1800,0,500000,8.0,52,1,110000000
2,22,2015,1,1800,0,500000,8.0,52,1,115000000
2,22,2016,1,1800,0,500000,8.0,52,1,120000000
2,22,2017,1,1800,0,500000,8.0,52,1,125000000
2,22,2018,1,1800,0,500000,8.0,52,1,130000000
2,22,2019,1,1800,0,500000,8.0,52,1,135000000
2,22,2007,1,1500,0,500000,7.8,52,1,70000000
2,22,2008,1,1500,0,500000,7.8,52,1,75000000
2,22,2009,1,1500,0,500000,7.8,52,1,80000000
2,22,2010,1,1500,0,500000,7.8,52,1,85000000
2,22,2011,1,1500,0,500000,7.8,52,1,90000000
2,22,2012,1,1500,0,500000,7.8,52,1,95000000
2,22,2013,1,1500,0,500000,7.8,52,1,100000000
2,22,2014,1,1500,0,500000,7.8,52,1,105000000
2,22,2015,1,1500,0,500000,7.8,52,1,110000000
2,22,2016,1,1500,0,500000,7.8,52,1,115000000
3,31,2004,1,1500,0,550000,8.1,42,2,72000000
3,31,2005,1,1500,0,550000,8.1,42,2,76000000
3,31,2006,1,1500,0,550000,8.1,42,2,80000000
3,31,2007,1,1500,0,550000,8.1,42,2,84000000
3,31,2008,1,1500,0,550000,8.1,42,2,88000000
3,31,2009,1,1500,0,550000,8.1,42,2,92000000
3,31,2010,1,1500,0,550000,8.1,42,2,96000000
3,31,2011,1,1500,0,550000,8.1,42,2,100000000
3,31,2012,1,1500,0,550000,8.1,42,2,104000000
3,31,2013,1,1500,0,550000,8.1,42,2,108000000
3,31,2014,1,1500,0,550000,8.1,42,2,112000000
3,31,2015,1,1500,0,550000,8.1,42,2,116000000
3,31,2016,1,1500,0,600000,8.4,42,2,120000000
3,31,2017,1,1500,0,600000,8.5,42,2,135000000
3,31,2018,1,1500,0,600000,8.6,42,2,140000000
3,31,2019,1,1500,0,600000,8.7,42,2,145000000
3,32,2006,1,2400,0,600000,6.3,60,3,90000000
3,32,2007,1,2400,0,600000,6.4,60,3,95000000
3,32,2008,1,2400,0,600000,6.5,60,3,100000000
3,32,2009,1,2400,0,600000,6.6,60,3,105000000
3,32,2010,1,2400,0,600000,6.7,60,3,110000000
3,32,2011,1,2400,0,600000,6.7,60,3,115000000
3,32,2012,1,2400,0,600000,6.7,60,3,120000000
3,32,2013,1,2400,0,600000,6.7,60,3,127000000
3,32,2014,1,2400,0,600000,6.7,60,3,132000000
3,32,2015,1,2400,0,600000,6.7,60,3,140000000
4,41,2009,2,2500,1,850000,9.0,65,3,200000000
4,41,2010,2,2500,1,850000,9.0,65,3,210000000
4,41,2011,2,2500,1,850000,9.0,65,3,220000000
4,41,2012,2,2500,1,850000,9.0,65,3,230000000
4,41,2013,2,2500,1,850000,9.0,65,3,240000000
4,41,2014,2,2500,1,850000,9.0,65,3,250000000
4,41,2015,2,2500,1,850000,9.0,65,3,260000000
4,41,2016,2,2500,1,1000000,9.6,65,3,360000000
4,41,2017,2,2500,1,1000000,9.6,65,3,370000000
4,41,2018,2,2500,1,1000000,9.6,65,3,380000000
4,41,2019,2,2500,1,1000000,9.6,65,3,390000000
4,41,2014,1,3000,1,800000,6.8,65,3,250000000
4,41,2015,1,3000,1,800000,6.8,65,3,270000000
4,42,2012,1,2000,0,700000,7.2,63,3,150000000
4,42,2013,1,2000,0,700000,7.2,63,3,160000000
4,42,2014,1,2000,0,700000,7.2,63,3,170000000
4,42,2015,1,2000,0,700000,7.2,63,3,180000000
4,42,2016,1,2000,0,700000,7.2,63,3,190000000
4,42,2017,1,2000,0,700000,7.2,63,3,200000000
4,42,2018,1,2000,0,700000,7.2,63,3,210000000
4,43,2012,1,1200,0,600000,8.2,40,2,80000000
4,43,2013,1,1200,0,600000,8.2,40,2,88000000
4,43,2014,1,1200,0,600000,8.2,40,2,96000000
4,43,2015,1,1200,0,600000,8.2,40,2,104000000
4,43,2016,1,1200,0,600000,8.2,40,2,112000000
4,43,2017,1,1200,0,600000,8.2,40,2,120000000
4,43,2018,1,1200,0,600000,8.8,40,2,128000000
5,51,2003,1,1500,0,500000,8.4,42,2,70000000
5,51,2004,1,1500,0,500000,8.4,42,2,75000000
5,51,2005,1,1500,0,500000,8.4,42,2,80000000
5,51,2006,1,1500,0,500000,8.4,42,2,85000000
5,51,2007,1,1500,0,500000,8.4,42,2,90000000
5,51,2008,1,1500,0,600000,8.4,42,2,115000000
5,51,2009,1,1500,0,600000,8.5,42,2,120000000
5,51,2010,1,1500,0,600000,8.5,42,2,125000000
5,51,2011,1,1500,0,600000,8.5,42,2,130000000
5,51,2012,1,1500,0,600000,8.5,42,2,135000000
5,51,2013,1,1500,0,700000,8.5,42,2,150000000
5,51,2014,1,1500,0,700000,8.5,42,2,180000000
5,51,2015,1,1500,0,700000,8.5,42,2,190000000
5,51,2016,1,1500,0,750000,8.5,42,2,210000000
5,51,2017,1,1500,0,750000,8.5,42,2,220000000
5,51,2018,1,1500,0,750000,8.5,42,2,230000000
5,51,2019,1,1500,0,750000,8.5,42,2,240000000
5,52,2004,1,2000,0,500000,7.0,55,3,70000000
5,52,2005,1,2000,0,500000,7.0,55,3,90000000
5,52,2006,1,2000,0,500000,7.0,55,3,110000000
5,52,2007,1,2400,0,700000,7.3,55,3,125000000
5,52,2008,1,2400,0,700000,7.3,55,3,133000000
5,52,2009,1,2400,0,700000,7.3,55,3,145000000
5,52,2010,1,2400,0,700000,7.3,55,3,160000000
5,52,2011,1,2400,0,700000,7.3,55,3,170000000
5,52,2012,1,2400,0,850000,7.3,55,3,210000000
5,52,2013,1,2400,0,850000,7.3,55,3,225000000
5,52,2014,1,2400,0,850000,7.3,55,3,260000000
5,52,2015,1,2400,0,850000,7.3,55,3,290000000
5,52,2016,1,2400,0,850000,7.3,55,3,310000000
5,52,2017,1,1500,1,800000,9.5,58,3,370000000
5,52,2018,1,1500,1,800000,9.5,58,3,390000000
5,52,2019,1,1500,1,800000,9.5,58,3,410000000
5,52,2007,1,2000,0,600000,7.2,55,3,115000000
5,52,2008,1,2000,0,600000,7.2,55,3,125000000
5,52,2009,1,2000,0,600000,7.2,55,3,135000000
5,52,2010,1,2000,0,600000,7.2,55,3,145000000
5,52,2011,1,2000,0,600000,7.2,55,3,155000000
5,52,2012,1,2000,0,650000,7.2,55,3,165000000
5,52,2013,1,2000,0,650000,7.2,55,3,175000000
5,52,2014,1,2000,0,650000,7.2,55,3,185000000
5,52,2015,1,2000,0,650000,7.2,55,3,195000000
5,52,2016,1,2000,0,650000,7.2,55,3,290000000
5,52,2017,1,2000,0,800000,7.2,55,3,320000000
5,52,2018,1,2000,0,800000,7.2,55,3,350000000
5,52,2019,1,2000,0,800000,7.2,55,3,370000000
5,53,2004,1,2000,0,400000,8.3,45,4,75000000
5,53,2005,1,2000,0,400000,8.3,45,4,80000000
5,53,2006,1,2000,0,400000,8.3,45,4,120000000
5,53,2007,1,2000,0,400000,8.3,45,4,135000000
5,53,2008,1,2000,0,400000,8.3,45,4,150000000
5,53,2009,1,2000,0,500000,8.3,45,4,165000000
5,53,2010,1,2000,0,500000,8.3,45,4,180000000
5,53,2011,1,2000,0,500000,8.3,45,4,195000000
5,53,2012,1,2000,0,500000,8.3,45,4,210000000
5,53,2013,1,2000,0,500000,8.3,45,4,225000000
5,53,2014,1,2000,0,500000,8.3,45,4,240000000
5,53,2015,1,2000,0,500000,8.3,45,4,255000000
5,53,2016,1,1500,1,800000,8.3,47,4,350000000
5,53,2017,1,1500,1,800000,8.3,47,4,365000000
5,53,2018,1,1500,1,800000,8.3,47,4,380000000
5,53,2019,1,1500,1,800000,8.3,47,4,395000000
5,54,2009,1,1500,0,600000,9.2,42,1,150000000
5,54,2010,1,1500,0,600000,9.2,42,1,155000000
5,54,2011,1,1500,0,600000,9.2,42,1,160000000
5,54,2012,1,1500,0,600000,9.2,42,1,165000000
5,54,2013,1,1500,0,600000,9.2,42,1,170000000
5,54,2014,1,1500,0,600000,9.2,42,1,180000000
5,54,2015,1,1500,0,600000,9.2,42,1,195000000
5,54,2016,1,1500,0,600000,9.2,42,1,210000000
6,61,2007,1,2400,0,600000,7.1,65,3,90000000
6,61,2008,1,2400,0,600000,7.1,65,3,98000000
6,61,2009,1,2400,0,600000,7.1,65,3,105000000
6,61,2010,1,2400,0,600000,7.1,65,3,112000000
6,61,2011,1,2400,0,600000,7.1,65,3,135000000
6,61,2012,1,2400,0,750000,7.7,65,3,145000000
6,61,2013,1,2400,0,750000,7.7,65,3,160000000
6,61,2014,1,2400,0,750000,7.7,65,3,200000000
6,61,2015,1,2400,0,750000,7.7,65,3,220000000
6,61,2008,2,2000,1,800000,9.2,65,3,120000000
6,61,2009,2,2000,1,800000,9.2,65,3,130000000
6,61,2010,2,2000,1,800000,9.2,65,3,135000000
6,61,2011,2,2000,1,800000,9.2,65,3,140000000
6,61,2012,2,2000,1,1000000,9.2,65,3,180000000
6,61,2013,2,2000,1,1000000,9.2,65,3,200000000
6,61,2014,2,2000,1,1000000,9.2,65,3,225000000
6,61,2015,2,2000,1,1000000,9.2,65,3,250000000
6,61,2016,2,2000,1,1000000,9.2,65,3,280000000
6,62,2012,2,2800,1,1150000,9.4,68,3,200000000
6,62,2013,2,2800,1,1150000,9.4,68,3,210000000
6,62,2014,2,2800,1,1150000,9.4,68,3,215000000
6,62,2017,2,2500,1,1200000,9.4,68,3,360000000
6,62,2018,2,2500,1,1200000,9.4,68,3,370000000
6,62,2019,2,2500,1,1200000,9.4,68,3,380000000
6,63,2013,2,1300,1,600000,9.1,53,1,100000000
6,63,2014,2,1300,1,600000,9.1,53,1,110000000
6,63,2013,1,1500,0,550000,8.0,53,1,105000000
6,63,2014,1,1500,0,550000,8.0,53,1,125000000
6,63,2015,1,1500,0,550000,8.0,53,1,148000000
6,63,2016,1,1500,0,550000,8.0,53,1,160000000
6,64,2012,1,1800,0,800000,8.2,64,1,145000000
6,64,2013,1,1800,0,800000,8.2,64,1,155000000
6,64,2014,1,1800,0,800000,8.3,64,1,162000000
6,64,2015,1,1800,0,800000,8.4,64,1,172000000
6,64,2016,1,1800,0,800000,8.5,64,1,185000000
